sample,response,sample_type,population,count,total_count,percentage
sample01139,no,PBMC,cd4_t_cell,39444,106313,37.1
sample01139,no,PBMC,cd8_t_cell,27649,106313,26.01
sample01139,no,PBMC,monocyte,17485,106313,16.45
sample01139,no,PBMC,nk_cell,16917,106313,15.91
sample01143,no,PBMC,b_cell,9478,106564,8.89
sample01143,no,PBMC,cd4_t_cell,26179,106564,24.57
sample01143,no,PBMC,cd8_t_cell,31994,106564,30.02
sample01143,no,PBMC,monocyte,24104,106564,22.62
sample01143,no,PBMC,nk_cell,14809,106564,13.9
sample01144,no,PBMC,b_cell,16890,104632,16.14
sample01144,no,PBMC,cd4_t_cell,32747,104632,31.3
sample01144,no,PBMC,cd8_t_cell,31313,104632,29.93
sample01144,no,PBMC,monocyte,11963,104632,11.43
sample01144,no,PBMC,nk_cell,11719,104632,11.2
sample01145,no,PBMC,b_cell,14392,107253,13.42
sample01145,no,PBMC,cd4_t_cell,29528,107253,27.53
sample01145,no,PBMC,cd8_t_cell,23115,107253,21.55
sample01145,no,PBMC,monocyte,23640,107253,22.04
sample01145,no,PBMC,nk_cell,16578,107253,15.46
sample01152,no,PBMC,b_cell,11511,103219,11.15
sample01152,no,PBMC,cd4_t_cell,33379,103219,32.34
sample01152,no,PBMC,cd8_t_cell,19743,103219,19.13
sample01152,no,PBMC,monocyte,24370,103219,23.61
sample01152,no,PBMC,nk_cell,14216,103219,13.77
sample01153,no,PBMC,b_cell,10153,97580,10.4
sample01153,no,PBMC,cd4_t_cell,35688,97580,36.57
sample01153,no,PBMC,cd8_t_cell,23343,97580,23.92
sample01153,no,PBMC,monocyte,16802,97580,17.22
sample01153,no,PBMC,nk_cell,11594,97580,11.88
sample01154,no,PBMC,b_cell,12105,103873,11.65
sample01154,no,PBMC,cd4_t_cell,31568,103873,30.39
sample01154,no,PBMC,cd8_t_cell,23832,103873,22.94
sample01154,no,PBMC,monocyte,17695,103873,17.04
sample01154,no,PBMC,nk_cell,18673,103873,17.98
sample01161,no,PBMC,b_cell,16914,107354,15.76
sample01161,no,PBMC,cd4_t_cell,25710,107354,23.95
sample01161,no,PBMC,cd8_t_cell,29086,107354,27.09
sample01161,no,PBMC,monocyte,21627,107354,20.15
sample01161,no,PBMC,nk_cell,14017,107354,13.06
sample01162,no,PBMC,b_cell,9610,104496,9.2
sample01162,no,PBMC,cd4_t_cell,26987,104496,25.83
sample01162,no,PBMC,cd8_t_cell,31050,104496,29.71
sample01162,no,PBMC,monocyte,19091,104496,18.27
sample01162,no,PBMC,nk_cell,17758,104496,16.99
sample01163,no,PBMC,b_cell,6911,90914,7.6
sample01163,no,PBMC,cd4_t_cell,31544,90914,34.7
sample01163,no,PBMC,cd8_t_cell,19581,90914,21.54
sample01163,no,PBMC,monocyte,21453,90914,23.6
sample01163,no,PBMC,nk_cell,11425,90914,12.57
sample01170,yes,PBMC,b_cell,8459,96333,8.78
sample01170,yes,PBMC,cd4_t_cell,30750,96333,31.92
sample01170,yes,PBMC,cd8_t_cell,19618,96333,20.36
sample01170,yes,PBMC,monocyte,26205,96333,27.2
sample01170,yes,PBMC,nk_cell,11301,96333,11.73
sample01171,yes,PBMC,b_cell,9511,95844,9.92
sample01171,yes,PBMC,cd4_t_cell,28053,95844,29.27
sample01171,yes,PBMC,cd8_t_cell,22890,95844,23.88
sample01171,yes,PBMC,monocyte,22283,95844,23.25
sample01171,yes,PBMC,nk_cell,13107,95844,13.68
sample01172,yes,PBMC,b_cell,5988,99022,6.05
sample01172,yes,PBMC,cd4_t_cell,25890,99022,26.15
sample01172,yes,PBMC,cd8_t_cell,34479,99022,34.82
sample01172,yes,PBMC,monocyte,20775,99022,20.98
sample01172,yes,PBMC,nk_cell,11890,99022,12.01
sample01218,no,PBMC,b_cell,10711,106596,10.05
sample01218,no,PBMC,cd4_t_cell,33781,106596,31.69
sample01218,no,PBMC,cd8_t_cell,28848,106596,27.06
sample01218,no,PBMC,monocyte,15102,106596,14.17
sample01218,no,PBMC,nk_cell,18154,106596,17.03
sample01219,no,PBMC,b_cell,16008,98404,16.27
sample01219,no,PBMC,cd4_t_cell,26941,98404,27.38
sample01219,no,PBMC,cd8_t_cell,28460,98404,28.92
sample01219,no,PBMC,monocyte,16486,98404,16.75
sample01219,no,PBMC,nk_cell,10509,98404,10.68
sample01220,no,PBMC,b_cell,8877,105486,8.42
sample01220,no,PBMC,cd4_t_cell,36715,105486,34.81
sample01220,no,PBMC,cd8_t_cell,26546,105486,25.17
sample01220,no,PBMC,monocyte,16868,105486,15.99
sample01220,no,PBMC,nk_cell,16480,105486,15.62
sample01227,no,PBMC,b_cell,10305,91231,11.3
sample01227,no,PBMC,cd4_t_cell,20628,91231,22.61
sample01227,no,PBMC,cd8_t_cell,20465,91231,22.43
sample01227,no,PBMC,monocyte,13993,91231,15.34
sample01227,no,PBMC,nk_cell,25840,91231,28.32
sample01228,no,PBMC,b_cell,10744,98579,10.9
sample01228,no,PBMC,cd4_t_cell,21208,98579,21.51
sample01228,no,PBMC,cd8_t_cell,24585,98579,24.94
sample01228,no,PBMC,monocyte,27334,98579,27.73
sample01228,no,PBMC,nk_cell,14708,98579,14.92
sample01229,no,PBMC,b_cell,5573,104556,5.33
sample01229,no,PBMC,cd4_t_cell,40658,104556,38.89
sample01229,no,PBMC,cd8_t_cell,19086,104556,18.25
sample01229,no,PBMC,monocyte,25074,104556,23.98
sample01229,no,PBMC,nk_cell,14165,104556,13.55
sample01230,no,PBMC,b_cell,10101,94586,10.68
sample01230,no,PBMC,cd4_t_cell,27521,94586,29.1
sample01230,no,PBMC,cd8_t_cell,19569,94586,20.69
sample01230,no,PBMC,monocyte,22600,94586,23.89
sample01230,no,PBMC,nk_cell,14795,94586,15.64
sample01231,no,PBMC,b_cell,10890,92143,11.82
sample01231,no,PBMC,cd4_t_cell,27790,92143,30.16
sample01231,no,PBMC,cd8_t_cell,26291,92143,28.53
sample01231,no,PBMC,monocyte,15502,92143,16.82
sample01231,no,PBMC,nk_cell,11670,92143,12.67
sample01232,no,PBMC,b_cell,12706,91803,13.84
sample01232,no,PBMC,cd4_t_cell,23370,91803,25.46
sample01232,no,PBMC,cd8_t_cell,28852,91803,31.43
sample01232,no,PBMC,monocyte,14828,91803,16.15
sample01232,no,PBMC,nk_cell,12047,91803,13.12
sample01242,no,PBMC,b_cell,5779,99421,5.81
sample01242,no,PBMC,cd4_t_cell,30720,99421,30.9
sample01242,no,PBMC,cd8_t_cell,23743,99421,23.88
sample01242,no,PBMC,monocyte,23473,99421,23.61
sample01242,no,PBMC,nk_cell,15706,99421,15.8
sample01243,no,PBMC,b_cell,14889,94742,15.72
sample01243,no,PBMC,cd4_t_cell,26386,94742,27.85
sample01243,no,PBMC,cd8_t_cell,28228,94742,29.79
sample01243,no,PBMC,monocyte,14428,94742,15.23
sample01243,no,PBMC,nk_cell,10811,94742,11.41
sample01244,no,PBMC,b_cell,11819,98943,11.95
sample01244,no,PBMC,cd4_t_cell,28936,98943,29.25
sample01244,no,PBMC,cd8_t_cell,20189,98943,20.4
sample01244,no,PBMC,monocyte,27306,98943,27.6
sample01244,no,PBMC,nk_cell,10693,98943,10.81
sample01245,yes,PBMC,b_cell,8483,93678,9.06
sample01245,yes,PBMC,cd4_t_cell,27385,93678,29.23
sample01245,yes,PBMC,cd8_t_cell,20398,93678,21.77
sample01245,yes,PBMC,monocyte,22258,93678,23.76
sample01245,yes,PBMC,nk_cell,15154,93678,16.18
sample01246,yes,PBMC,b_cell,11608,106441,10.91
sample01246,yes,PBMC,cd4_t_cell,29953,106441,28.14
sample01246,yes,PBMC,cd8_t_cell,29224,106441,27.46
sample01246,yes,PBMC,monocyte,18918,106441,17.77
sample01246,yes,PBMC,nk_cell,16738,106441,15.73
sample01247,yes,PBMC,b_cell,6941,96431,7.2
sample01247,yes,PBMC,cd4_t_cell,38535,96431,39.96
sample01247,yes,PBMC,cd8_t_cell,24625,96431,25.54
sample01247,yes,PBMC,monocyte,18761,96431,19.46
sample01247,yes,PBMC,nk_cell,7569,96431,7.85
sample01248,yes,PBMC,b_cell,8349,108830,7.67
sample01248,yes,PBMC,cd4_t_cell,32352,108830,29.73
sample01248,yes,PBMC,cd8_t_cell,29419,108830,27.03
sample01248,yes,PBMC,monocyte,26116,108830,24.0
sample01248,yes,PBMC,nk_cell,12594,108830,11.57
sample01249,yes,PBMC,b_cell,6723,93814,7.17
sample01249,yes,PBMC,cd4_t_cell,39442,93814,42.04
sample01249,yes,PBMC,cd8_t_cell,14037,93814,14.96
sample01249,yes,PBMC,monocyte,17410,93814,18.56
sample01249,yes,PBMC,nk_cell,16202,93814,17.27
sample01250,yes,PBMC,b_cell,6883,94327,7.3
sample01250,yes,PBMC,cd4_t_cell,30119,94327,31.93
sample01250,yes,PBMC,cd8_t_cell,31140,94327,33.01
sample01250,yes,PBMC,monocyte,14397,94327,15.26
sample01250,yes,PBMC,nk_cell,11788,94327,12.5
sample01260,yes,PBMC,b_cell,13369,101082,13.23
sample01260,yes,PBMC,cd4_t_cell,32994,101082,32.64
sample01260,yes,PBMC,cd8_t_cell,26568,101082,26.28
sample01260,yes,PBMC,monocyte,17724,101082,17.53
sample01260,yes,PBMC,nk_cell,10427,101082,10.32
sample01261,yes,PBMC,b_cell,7852,104505,7.51
sample01261,yes,PBMC,cd4_t_cell,36747,104505,35.16
sample01261,yes,PBMC,cd8_t_cell,24290,104505,23.24
sample01261,yes,PBMC,monocyte,16468,104505,15.76
sample01261,yes,PBMC,nk_cell,19148,104505,18.32
sample01262,yes,PBMC,b_cell,14490,98411,14.72
sample01262,yes,PBMC,cd4_t_cell,36075,98411,36.66
sample01262,yes,PBMC,cd8_t_cell,18891,98411,19.2
sample01262,yes,PBMC,monocyte,18881,98411,19.19
sample01262,yes,PBMC,nk_cell,10074,98411,10.24
sample01266,yes,PBMC,b_cell,8736,107789,8.1
sample01266,yes,PBMC,cd4_t_cell,31942,107789,29.63
sample01266,yes,PBMC,cd8_t_cell,25468,107789,23.63
sample01266,yes,PBMC,monocyte,26398,107789,24.49
sample01266,yes,PBMC,nk_cell,15245,107789,14.14
sample01267,yes,PBMC,b_cell,11373,97482,11.67
sample01267,yes,PBMC,cd4_t_cell,32703,97482,33.55
sample01267,yes,PBMC,cd8_t_cell,23253,97482,23.85
sample01267,yes,PBMC,monocyte,20935,97482,21.48
sample01267,yes,PBMC,nk_cell,9218,97482,9.46
sample01268,yes,PBMC,b_cell,8186,92304,8.87
sample01268,yes,PBMC,cd4_t_cell,27634,92304,29.94
sample01268,yes,PBMC,cd8_t_cell,26253,92304,28.44
sample01268,yes,PBMC,monocyte,20026,92304,21.7
sample01268,yes,PBMC,nk_cell,10205,92304,11.06
sample01284,yes,PBMC,b_cell,10470,107710,9.72
sample01284,yes,PBMC,cd4_t_cell,38134,107710,35.4
sample01284,yes,PBMC,cd8_t_cell,22975,107710,21.33
sample01284,yes,PBMC,monocyte,15541,107710,14.43
sample01284,yes,PBMC,nk_cell,20590,107710,19.12
sample01285,yes,PBMC,b_cell,8063,93609,8.61
sample01285,yes,PBMC,cd4_t_cell,24995,93609,26.7
sample01285,yes,PBMC,cd8_t_cell,25604,93609,27.35
sample01285,yes,PBMC,monocyte,22800,93609,24.36
sample01285,yes,PBMC,nk_cell,12147,93609,12.98
sample01286,yes,PBMC,b_cell,8931,99219,9.0
sample01286,yes,PBMC,cd4_t_cell,35028,99219,35.3
sample01286,yes,PBMC,cd8_t_cell,28923,99219,29.15
sample01286,yes,PBMC,monocyte,11610,99219,11.7
sample01286,yes,PBMC,nk_cell,14727,99219,14.84
sample01311,yes,PBMC,b_cell,7786,96091,8.1
sample01311,yes,PBMC,cd4_t_cell,29786,96091,31.0
sample01311,yes,PBMC,cd8_t_cell,19689,96091,20.49
sample01311,yes,PBMC,monocyte,23975,96091,24.95
sample01311,yes,PBMC,nk_cell,14855,96091,15.46
sample01312,yes,PBMC,b_cell,9243,98679,9.37
sample01312,yes,PBMC,cd4_t_cell,36111,98679,36.59
sample01312,yes,PBMC,cd8_t_cell,19433,98679,19.69
sample01312,yes,PBMC,monocyte,21134,98679,21.42
sample01312,yes,PBMC,nk_cell,12758,98679,12.93
sample01313,yes,PBMC,b_cell,6971,107635,6.48
sample01313,yes,PBMC,cd4_t_cell,29174,107635,27.1
sample01313,yes,PBMC,cd8_t_cell,25274,107635,23.48
sample01313,yes,PBMC,monocyte,26466,107635,24.59
sample01313,yes,PBMC,nk_cell,19750,107635,18.35
sample01314,no,PBMC,b_cell,5680,104820,5.42
sample01314,no,PBMC,cd4_t_cell,28906,104820,27.58
sample01314,no,PBMC,cd8_t_cell,24866,104820,23.72
sample01314,no,PBMC,monocyte,24915,104820,23.77
sample01314,no,PBMC,nk_cell,20453,104820,19.51
sample01315,no,PBMC,b_cell,11229,106330,10.56
sample01315,no,PBMC,cd4_t_cell,25715,106330,24.18
sample01315,no,PBMC,cd8_t_cell,25985,106330,24.44
sample01315,no,PBMC,monocyte,24722,106330,23.25
sample01315,no,PBMC,nk_cell,18679,106330,17.57
sample01316,no,PBMC,b_cell,10247,96957,10.57
sample01316,no,PBMC,cd4_t_cell,35225,96957,36.33
sample01316,no,PBMC,cd8_t_cell,23952,96957,24.7
sample01316,no,PBMC,monocyte,16317,96957,16.83
sample01316,no,PBMC,nk_cell,11216,96957,11.57
sample01326,yes,PBMC,b_cell,11563,101755,11.36
sample01326,yes,PBMC,cd4_t_cell,28799,101755,28.3
sample01326,yes,PBMC,cd8_t_cell,29683,101755,29.17
sample01326,yes,PBMC,monocyte,19159,101755,18.83
sample01326,yes,PBMC,nk_cell,12551,101755,12.33
sample01327,yes,PBMC,b_cell,13197,111383,11.85
sample01327,yes,PBMC,cd4_t_cell,34900,111383,31.33
sample01327,yes,PBMC,cd8_t_cell,29629,111383,26.6
sample01327,yes,PBMC,monocyte,21152,111383,18.99
sample01327,yes,PBMC,nk_cell,12505,111383,11.23
sample01328,yes,PBMC,b_cell,10873,106081,10.25
sample01328,yes,PBMC,cd4_t_cell,31265,106081,29.47
sample01328,yes,PBMC,cd8_t_cell,22936,106081,21.62
sample01328,yes,PBMC,monocyte,26192,106081,24.69
sample01328,yes,PBMC,nk_cell,14815,106081,13.97
sample01329,yes,PBMC,b_cell,9163,93643,9.79
sample01329,yes,PBMC,cd4_t_cell,26029,93643,27.8
sample01329,yes,PBMC,cd8_t_cell,24367,93643,26.02
sample01329,yes,PBMC,monocyte,22237,93643,23.75
sample01329,yes,PBMC,nk_cell,11847,93643,12.65
sample01330,yes,PBMC,b_cell,10811,94424,11.45
sample01330,yes,PBMC,cd4_t_cell,29345,94424,31.08
sample01330,yes,PBMC,cd8_t_cell,21730,94424,23.01
sample01330,yes,PBMC,monocyte,18839,94424,19.95
sample01330,yes,PBMC,nk_cell,13699,94424,14.51
sample01331,yes,PBMC,b_cell,11284,98623,11.44
sample01331,yes,PBMC,cd4_t_cell,23068,98623,23.39
sample01331,yes,PBMC,cd8_t_cell,17603,98623,17.85
sample01331,yes,PBMC,monocyte,29890,98623,30.31
sample01331,yes,PBMC,nk_cell,16778,98623,17.01
sample01332,yes,PBMC,b_cell,17840,112389,15.87
sample01332,yes,PBMC,cd4_t_cell,38826,112389,34.55
sample01332,yes,PBMC,cd8_t_cell,28821,112389,25.64
sample01332,yes,PBMC,monocyte,12876,112389,11.46
sample01332,yes,PBMC,nk_cell,14026,112389,12.48
sample01333,yes,PBMC,b_cell,6840,102246,6.69
sample01333,yes,PBMC,cd4_t_cell,30609,102246,29.94
sample01333,yes,PBMC,cd8_t_cell,39386,102246,38.52
sample01333,yes,PBMC,monocyte,14146,102246,13.84
sample01333,yes,PBMC,nk_cell,11265,102246,11.02
sample01334,yes,PBMC,b_cell,7656,109803,6.97
sample01334,yes,PBMC,cd4_t_cell,28384,109803,25.85
sample01334,yes,PBMC,cd8_t_cell,33548,109803,30.55
sample01334,yes,PBMC,monocyte,26254,109803,23.91
sample01334,yes,PBMC,nk_cell,13961,109803,12.71
sample01344,no,PBMC,b_cell,9612,104192,9.23
sample01344,no,PBMC,cd4_t_cell,34379,104192,33.0
sample01344,no,PBMC,cd8_t_cell,20243,104192,19.43
sample01344,no,PBMC,monocyte,24015,104192,23.05
sample01344,no,PBMC,nk_cell,15943,104192,15.3
sample01345,no,PBMC,b_cell,10387,95834,10.84
sample01345,no,PBMC,cd4_t_cell,28011,95834,29.23
sample01345,no,PBMC,cd8_t_cell,25658,95834,26.77
sample01345,no,PBMC,monocyte,15924,95834,16.62
sample01345,no,PBMC,nk_cell,15854,95834,16.54
sample01346,no,PBMC,b_cell,10353,95894,10.8
sample01346,no,PBMC,cd4_t_cell,25791,95894,26.9
sample01346,no,PBMC,cd8_t_cell,27847,95894,29.04
sample01346,no,PBMC,monocyte,20005,95894,20.86
sample01346,no,PBMC,nk_cell,11898,95894,12.41
sample01359,yes,PBMC,b_cell,12966,110209,11.76
sample01359,yes,PBMC,cd4_t_cell,28961,110209,26.28
sample01359,yes,PBMC,cd8_t_cell,24728,110209,22.44
sample01359,yes,PBMC,monocyte,22025,110209,19.98
sample01359,yes,PBMC,nk_cell,21529,110209,19.53
sample01360,yes,PBMC,b_cell,9095,101085,9.0
sample01360,yes,PBMC,cd4_t_cell,33973,101085,33.61
sample01360,yes,PBMC,cd8_t_cell,27839,101085,27.54
sample01360,yes,PBMC,monocyte,14129,101085,13.98
sample01360,yes,PBMC,nk_cell,16049,101085,15.88
sample01361,yes,PBMC,b_cell,9563,102423,9.34
sample01361,yes,PBMC,cd4_t_cell,25020,102423,24.43
sample01361,yes,PBMC,cd8_t_cell,35989,102423,35.14
sample01361,yes,PBMC,monocyte,17916,102423,17.49
sample01361,yes,PBMC,nk_cell,13935,102423,13.61
sample01377,yes,PBMC,b_cell,5884,95166,6.18
sample01377,yes,PBMC,cd4_t_cell,24728,95166,25.98
sample01377,yes,PBMC,cd8_t_cell,25394,95166,26.68
sample01377,yes,PBMC,monocyte,18400,95166,19.33
sample01377,yes,PBMC,nk_cell,20760,95166,21.81
sample01378,yes,PBMC,b_cell,8831,102603,8.61
sample01378,yes,PBMC,cd4_t_cell,38657,102603,37.68
sample01378,yes,PBMC,cd8_t_cell,24206,102603,23.59
sample01378,yes,PBMC,monocyte,19539,102603,19.04
sample01378,yes,PBMC,nk_cell,11370,102603,11.08
sample01379,yes,PBMC,b_cell,11035,96861,11.39
sample01379,yes,PBMC,cd4_t_cell,33543,96861,34.63
sample01379,yes,PBMC,cd8_t_cell,19993,96861,20.64
sample01379,yes,PBMC,monocyte,17005,96861,17.56
sample01379,yes,PBMC,nk_cell,15285,96861,15.78
sample01386,no,PBMC,b_cell,7618,104505,7.29
sample01386,no,PBMC,cd4_t_cell,38674,104505,37.01
sample01386,no,PBMC,cd8_t_cell,23373,104505,22.37
sample01386,no,PBMC,monocyte,16508,104505,15.8
sample01386,no,PBMC,nk_cell,18332,104505,17.54
sample01387,no,PBMC,b_cell,7276,101280,7.18
sample01387,no,PBMC,cd4_t_cell,28281,101280,27.92
sample01387,no,PBMC,cd8_t_cell,31678,101280,31.28
sample01387,no,PBMC,monocyte,23381,101280,23.09
sample01387,no,PBMC,nk_cell,10664,101280,10.53
sample01388,no,PBMC,b_cell,9208,107400,8.57
sample01388,no,PBMC,cd4_t_cell,24134,107400,22.47
sample01388,no,PBMC,cd8_t_cell,30748,107400,28.63
sample01388,no,PBMC,monocyte,19257,107400,17.93
sample01388,no,PBMC,nk_cell,24053,107400,22.4
sample01395,no,PBMC,b_cell,5967,102167,5.84
sample01395,no,PBMC,cd4_t_cell,35166,102167,34.42
sample01395,no,PBMC,cd8_t_cell,22873,102167,22.39
sample01395,no,PBMC,monocyte,15778,102167,15.44
sample01395,no,PBMC,nk_cell,22383,102167,21.91
sample01396,no,PBMC,b_cell,14852,97473,15.24
sample01396,no,PBMC,cd4_t_cell,31797,97473,32.62
sample01396,no,PBMC,cd8_t_cell,22446,97473,23.03
sample01396,no,PBMC,monocyte,18713,97473,19.2
sample01396,no,PBMC,nk_cell,9665,97473,9.92
sample01397,no,PBMC,b_cell,5435,92581,5.87
sample01397,no,PBMC,cd4_t_cell,25466,92581,27.51
sample01397,no,PBMC,cd8_t_cell,25590,92581,27.64
sample01397,no,PBMC,monocyte,24700,92581,26.68
sample01397,no,PBMC,nk_cell,11390,92581,12.3
sample01413,no,PBMC,b_cell,11076,89999,12.31
sample01413,no,PBMC,cd4_t_cell,26043,89999,28.94
sample01413,no,PBMC,cd8_t_cell,21811,89999,24.23
sample01413,no,PBMC,monocyte,16605,89999,18.45
sample01413,no,PBMC,nk_cell,14464,89999,16.07
sample01414,no,PBMC,b_cell,7544,91947,8.2
sample01414,no,PBMC,cd4_t_cell,29617,91947,32.21
sample01414,no,PBMC,cd8_t_cell,16809,91947,18.28
sample01414,no,PBMC,monocyte,24477,91947,26.62
sample01414,no,PBMC,nk_cell,13500,91947,14.68
sample01415,no,PBMC,b_cell,16692,89404,18.67
sample01415,no,PBMC,cd4_t_cell,23560,89404,26.35
sample01415,no,PBMC,cd8_t_cell,19310,89404,21.6
sample01415,no,PBMC,monocyte,16433,89404,18.38
sample01415,no,PBMC,nk_cell,13409,89404,15.0
sample01419,yes,PBMC,b_cell,6422,98213,6.54
sample01419,yes,PBMC,cd4_t_cell,30335,98213,30.89
sample01419,yes,PBMC,cd8_t_cell,29627,98213,30.17
sample01419,yes,PBMC,monocyte,11079,98213,11.28
sample01419,yes,PBMC,nk_cell,20750,98213,21.13
sample01420,yes,PBMC,b_cell,8751,99012,8.84
sample01420,yes,PBMC,cd4_t_cell,25946,99012,26.2
sample01420,yes,PBMC,cd8_t_cell,29834,99012,30.13
sample01420,yes,PBMC,monocyte,26963,99012,27.23
sample01420,yes,PBMC,nk_cell,7518,99012,7.59
sample01421,yes,PBMC,b_cell,13139,92764,14.16
sample01421,yes,PBMC,cd4_t_cell,26542,92764,28.61
sample01421,yes,PBMC,cd8_t_cell,25847,92764,27.86
sample01421,yes,PBMC,monocyte,18769,92764,20.23
sample01421,yes,PBMC,nk_cell,8467,92764,9.13
sample01422,yes,PBMC,b_cell,9031,94401,9.57
sample01422,yes,PBMC,cd4_t_cell,25114,94401,26.6
sample01422,yes,PBMC,cd8_t_cell,18782,94401,19.9
sample01422,yes,PBMC,monocyte,23354,94401,24.74
sample01422,yes,PBMC,nk_cell,18120,94401,19.19
sample01423,yes,PBMC,b_cell,16229,102034,15.91
sample01423,yes,PBMC,cd4_t_cell,26635,102034,26.1
sample01423,yes,PBMC,cd8_t_cell,15816,102034,15.5
sample01423,yes,PBMC,monocyte,21979,102034,21.54
sample01423,yes,PBMC,nk_cell,21375,102034,20.95
sample01424,yes,PBMC,b_cell,7469,99345,7.52
sample01424,yes,PBMC,cd4_t_cell,28211,99345,28.4
sample01424,yes,PBMC,cd8_t_cell,21333,99345,21.47
sample01424,yes,PBMC,monocyte,29114,99345,29.31
sample01424,yes,PBMC,nk_cell,13218,99345,13.31
sample01431,no,PBMC,b_cell,12747,99852,12.77
sample01431,no,PBMC,cd4_t_cell,20433,99852,20.46
sample01431,no,PBMC,cd8_t_cell,34083,99852,34.13
sample01431,no,PBMC,monocyte,16433,99852,16.46
sample01431,no,PBMC,nk_cell,16156,99852,16.18
sample01432,no,PBMC,b_cell,4258,99842,4.26
sample01432,no,PBMC,cd4_t_cell,22547,99842,22.58
sample01432,no,PBMC,cd8_t_cell,25864,99842,25.9
sample01432,no,PBMC,monocyte,30828,99842,30.88
sample01432,no,PBMC,nk_cell,16345,99842,16.37
sample01433,no,PBMC,b_cell,6015,98465,6.11
sample01433,no,PBMC,cd4_t_cell,32397,98465,32.9
sample01433,no,PBMC,cd8_t_cell,22654,98465,23.01
sample01433,no,PBMC,monocyte,23347,98465,23.71
sample01433,no,PBMC,nk_cell,14052,98465,14.27
sample01440,yes,PBMC,b_cell,11529,98080,11.75
sample01440,yes,PBMC,cd4_t_cell,35723,98080,36.42
sample01440,yes,PBMC,cd8_t_cell,15453,98080,15.76
sample01440,yes,PBMC,monocyte,22332,98080,22.77
sample01440,yes,PBMC,nk_cell,13043,98080,13.3
sample01441,yes,PBMC,b_cell,6398,107429,5.96
sample01441,yes,PBMC,cd4_t_cell,29766,107429,27.71
sample01441,yes,PBMC,cd8_t_cell,25214,107429,23.47
sample01441,yes,PBMC,monocyte,19903,107429,18.53
sample01441,yes,PBMC,nk_cell,26148,107429,24.34
sample01442,yes,PBMC,b_cell,16149,108646,14.86
sample01442,yes,PBMC,cd4_t_cell,35852,108646,33.0
sample01442,yes,PBMC,cd8_t_cell,21478,108646,19.77
sample01442,yes,PBMC,monocyte,23703,108646,21.82
sample01442,yes,PBMC,nk_cell,11464,108646,10.55
sample01458,yes,PBMC,b_cell,14329,100331,14.28
sample01458,yes,PBMC,cd4_t_cell,33172,100331,33.06
sample01458,yes,PBMC,cd8_t_cell,19633,100331,19.57
sample01458,yes,PBMC,monocyte,21063,100331,20.99
sample01458,yes,PBMC,nk_cell,12134,100331,12.09
sample01459,yes,PBMC,b_cell,9567,94813,10.09
sample01459,yes,PBMC,cd4_t_cell,29892,94813,31.53
sample01459,yes,PBMC,cd8_t_cell,18378,94813,19.38
sample01459,yes,PBMC,monocyte,20645,94813,21.77
sample01459,yes,PBMC,nk_cell,16331,94813,17.22
sample01460,yes,PBMC,b_cell,13661,109277,12.5
sample01460,yes,PBMC,cd4_t_cell,39758,109277,36.38
sample01460,yes,PBMC,cd8_t_cell,21630,109277,19.79
sample01460,yes,PBMC,monocyte,17945,109277,16.42
sample01460,yes,PBMC,nk_cell,16283,109277,14.9
sample01491,yes,PBMC,b_cell,12134,106009,11.45
sample01491,yes,PBMC,cd4_t_cell,42068,106009,39.68
sample01491,yes,PBMC,cd8_t_cell,19006,106009,17.93
sample01491,yes,PBMC,monocyte,21531,106009,20.31
sample01491,yes,PBMC,nk_cell,11270,106009,10.63
sample01492,yes,PBMC,b_cell,6786,94139,7.21
sample01492,yes,PBMC,cd4_t_cell,39028,94139,41.46
sample01492,yes,PBMC,cd8_t_cell,17224,94139,18.3
sample01492,yes,PBMC,monocyte,19135,94139,20.33
sample01492,yes,PBMC,nk_cell,11966,94139,12.71
sample01493,yes,PBMC,b_cell,8822,104531,8.44
sample01493,yes,PBMC,cd4_t_cell,29233,104531,27.97
sample01493,yes,PBMC,cd8_t_cell,25297,104531,24.2
sample01493,yes,PBMC,monocyte,24999,104531,23.92
sample01493,yes,PBMC,nk_cell,16180,104531,15.48
sample01497,yes,PBMC,b_cell,13787,97367,14.16
sample01497,yes,PBMC,cd4_t_cell,24995,97367,25.67
sample01497,yes,PBMC,cd8_t_cell,26989,97367,27.72
sample01497,yes,PBMC,monocyte,17711,97367,18.19
sample01497,yes,PBMC,nk_cell,13885,97367,14.26
sample01498,yes,PBMC,b_cell,9129,106981,8.53
sample01498,yes,PBMC,cd4_t_cell,33668,106981,31.47
sample01498,yes,PBMC,cd8_t_cell,32998,106981,30.84
sample01498,yes,PBMC,monocyte,18263,106981,17.07
sample01498,yes,PBMC,nk_cell,12923,106981,12.08
sample01499,yes,PBMC,b_cell,10671,101999,10.46
